cell,carrier_key,carrier_name,ac_type,seats_band,range_band,n_flights,n_tails,n_active_days,n_flights_with_number,first_date,last_date,s1,s1_den_flights,n_keys,s2,s2_n_days,avg_departures,s2_note,s3,s4,s4_entropy_norm,n_pairs,n_singletons,s1_imputed,label,low_confidence,pc1,pc2
BAW::A35K,BAW,British Airways,A35K,ge240,long,432,12,29,432,2022-05-31,2022-06-28,0.9976851851851852,432,17.0,,29,14.89655172413793,short_series,0.8448275862068966,1.0,0.9994715705439544,8.0,0.0,False,fsc,True,,
BAW::A388,BAW,British Airways,A388,ge240,short,318,11,29,317,2022-05-31,2022-06-28,0.9810725552050473,317,18.0,,29,10.96551724137931,short_series,0.7586206896551724,0.875,0.8858829481440412,8.0,1.0,False,fsc,True,,
BAW::B772,BAW,British Airways,B772,ge240,regional,1760,42,29,1759,2022-05-31,2022-06-28,0.8760659465605458,1759,142.0,,29,60.689655172413794,short_series,0.8275862068965517,0.9038461538461539,0.8895691786562901,52.0,5.0,False,fsc,True,,
BAW::B77W,BAW,British Airways,B77W,ge240,long,651,15,29,649,2022-05-31,2022-06-28,0.9599383667180277,649,48.0,,29,22.448275862068964,short_series,0.8620689655172413,0.9333333333333333,0.805482020246143,15.0,1.0,False,fsc,True,,
BAW::B788,BAW,British Airways,B788,180-239,long,353,10,29,353,2022-05-31,2022-06-28,0.8441926345609065,353,45.0,,29,12.172413793103448,short_series,0.7758620689655172,0.9047619047619048,0.8824944805552954,21.0,2.0,False,fsc,True,,
BAW::B789,BAW,British Airways,B789,180-239,long,622,18,29,622,2022-05-31,2022-06-28,0.8520900321543409,622,74.0,,29,21.448275862068964,short_series,0.7413793103448276,0.8387096774193549,0.8423105402519677,31.0,5.0,False,fsc,True,,
BAW::B78X,BAW,British Airways,B78X,ge240,long,70,2,25,70,2022-06-01,2022-06-28,0.9428571428571428,70,6.0,,28,2.5,short_series,0.6964285714285714,1.0,0.7747930465220335,3.0,0.0,False,fsc,True,,
BBG::B738,BBG,Blue Bird Airways,B738,180-239,short,6,1,3,6,2022-06-04,2022-07-02,0.0,6,6.0,,29,0.20689655172413793,short_series,0.10344827586206896,1.0,0.9999999999999998,3.0,0.0,True,charter_acmi,True,,
BBT::A321,BBT,BBN Airlines,A321,NA,medium,160,1,68,160,2025-11-07,2026-02-25,0.125,160,133.0,0.09603161896427426,111,1.4414414414414414,ok,0.6126126126126126,0.5526315789473684,0.8064375141485847,38.0,17.0,False,,True,-0.6109497531279456,0.25321786367306576
BCS::A306,BCS,European Air Transport,A306,NA,regional,4,2,2,0,2026-01-12,2026-01-13,0.0,,,,2,2.0,short_series,0.5,1.0,0.0,1.0,0.0,True,cargo_regular,True,,
CAI::B38M,CAI,Corendon Airlines,B38M,180-239,short,6536,5,952,6366,2022-05-31,2025-12-28,0.7329661683713611,6355,1734.0,0.02931398313582345,1308,4.996941896024465,ok,0.819672131147541,0.7357142857142858,0.7867019835408305,280.0,74.0,False,,False,0.6801448369753335,-0.6038226214592521
CAI::B738,CAI,Corendon Airlines,B738,180-239,short,14723,5,1211,13821,2022-06-01,2026-02-10,0.7845941629156381,13774,3114.0,0.1293963959252925,1351,10.897853441894892,ok,0.7527757216876387,0.7283236994219653,0.7894319132164668,519.0,141.0,False,,False,0.8728847944200565,0.06885660268937381
CARNES PROCESADAS SA::C25A,CARNES PROCESADAS SA,Carnes Procesadas SA,C25A,NA,short,1,1,1,1,2024-12-05,2024-12-05,0.0,1,1.0,,1,1.0,short_series,1.0,0.0,0.0,1.0,1.0,True,,True,,
CAVERTON HELICOPTERS::E35L,CAVERTON HELICOPTERS,Caverton Helicopters,E35L,NA,regional,1,1,1,1,2025-07-18,2025-07-18,0.0,1,1.0,,1,1.0,short_series,1.0,,,,,True,,True,,
CFE::E190,CFE,BA CityFlyer,E190,100-179,short,2296,20,28,2282,2022-06-01,2022-06-28,0.8588957055214724,2282,214.0,,28,82.0,short_series,0.9642857142857143,0.9615384615384616,0.8083712860273796,52.0,2.0,False,,True,,
CGS::B738,CGS,SolitAir,B738,NA,short,180,4,37,180,2026-03-03,2026-04-08,0.2867132867132867,143,73.0,0.3746239992210242,37,4.864864864864865,ok,0.7297297297297297,0.6111111111111112,0.7847579988310223,36.0,14.0,False,,True,0.5316511989230054,1.8830956524527795
CKS::B744,CKS,Kalitta Air,B744,NA,long,178,12,87,178,2023-05-18,2024-02-03,0.949438202247191,178,20.0,0.0,262,0.6793893129770993,ok,0.026717557251908396,0.7777777777777778,0.7400753687723248,9.0,2.0,False,cargo_regular,True,-0.18034964802216846,-0.497480079089284
CMP::B38M,CMP,Copa Airlines,B38M,100-179,short,14650,17,610,14650,2024-07-03,2026-03-29,0.9853924914675768,14650,497.0,0.02597144032202925,635,23.070866141732285,ok,0.9271523178807947,0.8571428571428572,0.8239162863907128,91.0,13.0,False,fsc,False,1.3839446006820662,-0.8668965500137962
CMP::B39M,CMP,Copa Airlines,B39M,100-179,medium,110515,32,1399,110512,2022-05-31,2026-03-29,0.994154269374163,110508,1009.0,0.035318843085582086,1399,78.99571122230165,ok,0.9596584491129146,0.7058823529411764,0.6675586331409858,153.0,45.0,False,fsc,False,1.2004375370761589,-0.648131550231422
CMP::B737,CMP,Copa Airlines,B737,100-179,short,49336,9,1399,49315,2022-05-31,2026-03-29,0.9880522536411214,49298,831.0,0.01663160617235382,1399,35.26518942101501,ok,0.8963545389563974,0.7788461538461539,0.7776009512674259,104.0,23.0,False,fsc,False,1.1837272931016283,-0.8210850803813088
CMP::B738,CMP,Copa Airlines,B738,100-179,short,292578,57,1399,292505,2022-05-31,2026-03-29,0.9937081540955129,292442,2033.0,0.03702108965491635,1399,209.13366690493208,ok,0.9599714081486777,0.7149758454106281,0.7325388294636226,207.0,59.0,False,fsc,False,1.2201751889937966,-0.6478858943717648
CMS::B738,CMS,Camex Airlines,B738,NA,short,2,1,1,2,2023-12-31,2023-12-31,0.0,2,2.0,,1,2.0,short_series,1.0,1.0,0.0,1.0,0.0,True,,True,,
CND::B39M,CND,Corendon Dutch Airlines,B39M,180-239,short,6468,3,866,6041,2023-09-29,2026-02-26,0.8501655629139073,6040,1054.0,0.020695750125144907,882,7.333333333333333,ok,0.870919881305638,0.6506024096385542,0.635748075678478,332.0,116.0,False,,False,0.7447927461450019,-0.6070133891863129
COMLUX ARUBA::B788,COMLUX ARUBA,Comlux Aruba,B788,NA,short,1,1,1,1,2022-10-26,2022-10-26,0.0,1,1.0,,1,1.0,short_series,1.0,0.0,0.0,1.0,1.0,True,,True,,
COPENHAGEN AIRTAXI::B738,COPENHAGEN AIRTAXI,Copenhagen AirTaxi,B738,NA,short,4,1,1,2,2024-08-16,2024-08-16,0.0,2,2.0,,1,4.0,short_series,1.0,0.33333333333333337,0.946394630357186,3.0,2.0,True,,True,,
CORPORATE AMERICAN OPERATOR::LJ60,CORPORATE AMERICAN OPERATOR,Corporate American Operator,LJ60,NA,regional,33,1,19,0,2023-01-24,2024-12-11,0.0,,,0.0,688,0.04796511627906977,ok,0.027616279069767442,0.16666666666666663,0.8243401575566486,18.0,15.0,True,,True,-2.5348276167669552,0.3949287300270231
CORPORATE AMERICAN OPERATOR::NA,CORPORATE AMERICAN OPERATOR,Corporate American Operator,NA,NA,regional,1,1,1,0,2023-02-24,2023-02-24,0.0,,,,1,1.0,short_series,1.0,0.0,0.0,1.0,1.0,True,,True,,
CORPORATE SINGAPORE OPERATOR::GLF5,CORPORATE SINGAPORE OPERATOR,Corporate Singapore Operator,GLF5,NA,short,274,1,195,0,2022-06-01,2026-04-30,0.0,,,0.0,1430,0.1916083916083916,ok,0.13636363636363635,0.4018691588785047,0.8728342208815206,107.0,64.0,True,,False,-1.9642864767469663,0.06809837326454861
CRESCENT HEIGHTS OF AMERICA INC::B737,CRESCENT HEIGHTS OF AMERICA INC,Crescent Heights of America Inc,B737,NA,short,3,1,3,3,2022-07-13,2023-01-01,0.0,3,3.0,0.0,173,0.017341040462427744,ok,0.017341040462427744,0.5,0.9182958340544894,2.0,1.0,True,,True,-1.9665292265613008,0.0114387346747429
CRT AVIATION LLC::PC12,CRT AVIATION LLC,CRT Aviation LLC,PC12,NA,short,1,1,1,1,2022-08-18,2022-08-18,0.0,1,1.0,,1,1.0,short_series,1.0,0.0,0.0,1.0,1.0,True,,True,,
CXI::B738,CXI,Corendon Airlines Europe,B738,180-239,short,10247,4,1212,9927,2022-06-01,2025-12-27,0.7336020151133501,9925,2439.0,0.17857402004242906,1306,7.846094946401225,ok,0.8356086610438964,0.8612565445026178,0.8291762634641623,382.0,53.0,False,,False,1.2722291264414158,0.19867210978098698
CYF::A320,CYF,Tus Airways,A320,180-239,medium,17,1,7,17,2024-09-27,2024-11-09,0.0,17,17.0,0.0,44,0.38636363636363635,ok,0.1590909090909091,0.6,0.9691745848606973,10.0,4.0,True,,True,-1.5843483788484587,-0.1738246438031508
DACJET LLC FZ::HA4T,DACJET LLC FZ,DACJet LLC FZ,HA4T,NA,short,171,1,120,131,2023-04-29,2026-01-08,0.07633587786259542,131,101.0,0.010215093873450876,986,0.17342799188640973,ok,0.12170385395537525,0.33333333333333337,0.9577020167261436,99.0,66.0,False,,True,-1.9783891327305718,0.20602554883598992
DAILY AIR::DHC6,DAILY AIR,Daily Air,DHC6,lt20,regional,186,4,154,186,2023-03-31,2025-02-14,0.9946236559139785,186,3.0,0.000234764115866537,687,0.27074235807860264,ok,0.05749636098981077,0.6666666666666667,0.6521463614563107,3.0,1.0,False,,True,-0.26803274060284016,-0.390004096962412
DALA AIR::DA42,DALA AIR,Dala Air,DA42,NA,regional,379,1,237,259,2022-06-02,2024-02-22,0.3854166666666667,192,76.0,0.0188846544706035,631,0.6006339144215531,ok,0.375594294770206,0.39622641509433965,0.9447713202886455,53.0,32.0,False,,False,-1.0582406702107314,0.006397985797257753
DALA AIR::PC12,DALA AIR,Dala Air,PC12,NA,short,247,2,92,247,2022-06-01,2022-09-30,0.7222222222222222,234,63.0,0.040797667034916496,122,2.0245901639344264,ok,0.5040983606557377,1.0,0.9188921853392857,14.0,0.0,False,,False,0.6936156717598978,-0.6831849170195359
DASHJ CORP::S22T,DASHJ CORP,DASHJ Corp,S22T,NA,regional,1,1,1,1,2025-11-16,2025-11-16,0.0,1,1.0,,1,1.0,short_series,1.0,0.0,0.0,1.0,1.0,True,,True,,
DAVID N SPERANZA::SR22,DAVID N SPERANZA,David N Speranza,SR22,NA,regional,1,1,1,1,2024-10-13,2024-10-13,0.0,1,1.0,,1,1.0,short_series,1.0,0.0,0.0,1.0,1.0,True,,True,,
DLH::A20N,DLH,Lufthansa,A20N,180-239,short,1,1,1,1,2026-01-12,2026-01-12,0.0,1,1.0,,1,1.0,short_series,1.0,0.0,0.0,1.0,1.0,True,fsc,True,,
DLH::A319,DLH,Lufthansa,A319,100-179,regional,3,2,2,3,2026-01-12,2026-01-13,0.0,3,2.0,,2,1.5,short_series,0.75,1.0,0.0,1.0,0.0,True,fsc,True,,
DLH::A320,DLH,Lufthansa,A320,180-239,regional,1,1,1,1,2026-01-12,2026-01-12,0.0,1,1.0,,1,1.0,short_series,1.0,0.0,0.0,1.0,1.0,True,fsc,True,,
DORNIER AVIATION NIGERIA::DH8D,DORNIER AVIATION NIGERIA,Dornier Aviation Nigeria,DH8D,NA,regional,1,1,1,1,2024-06-07,2024-06-07,0.0,,,,1,1.0,short_series,1.0,,,,,True,,True,,
DRF - DEUTSCHE LUFTRETTUNG::EC35,DRF - DEUTSCHE LUFTRETTUNG,DRF - Deutsche Luftrettung,EC35,NA,regional,2,1,1,2,2026-01-12,2026-01-12,0.0,1,1.0,,1,2.0,short_series,1.0,,,,,True,,True,,
DRF - DEUTSCHE LUFTRETTUNG::EC45,DRF - DEUTSCHE LUFTRETTUNG,DRF - Deutsche Luftrettung,EC45,NA,regional,1,1,1,1,2026-01-12,2026-01-12,0.0,,,,1,1.0,short_series,1.0,,,,,True,,True,,
EAF::A320,EAF,Electra Airways,A320,180-239,short,470,3,94,193,2025-04-24,2026-03-29,0.5416666666666666,192,70.0,0.0,340,1.3823529411764706,ok,0.20987654320987653,0.7272727272727273,0.9029599633299721,44.0,12.0,False,,False,-0.5535029520138799,-0.4498328343673099
EDW::A320,EDW,Edelweiss Air,A320,180-239,short,1,1,1,1,2026-01-12,2026-01-12,0.0,1,1.0,,1,1.0,short_series,1.0,0.0,0.0,1.0,1.0,True,,True,,
EFY::AT46,EFY,Clic Air,AT46,20-99,regional,3,3,3,3,2022-06-03,2025-11-20,0.0,2,2.0,0.0,1267,0.0023677979479084454,ok,0.0007892659826361484,0.0,1.0,2.0,2.0,True,,True,-2.865697253469331,0.6021705374452561
EFY::AT76,EFY,Clic Air,AT76,20-99,regional,8416,6,438,8416,2024-12-08,2026-02-26,0.9889469931067268,8414,112.0,0.0,446,18.869955156950674,ok,0.48654708520179374,0.9166666666666666,0.8171617009628244,12.0,1.0,False,,False,0.7883291456565404,-0.8897909149550558
EJU::A20N,EJU,EasyJet Europe,A20N,180-239,short,4,2,1,4,2026-01-12,2026-01-12,0.0,4,4.0,,1,4.0,short_series,1.0,0.0,1.0,4.0,4.0,True,lcc,True,,
EJU::A319,EJU,EasyJet Europe,A319,100-179,regional,1,1,1,1,2026-01-12,2026-01-12,0.0,1,1.0,,1,1.0,short_series,1.0,0.0,0.0,1.0,1.0,True,lcc,True,,
EJU::A320,EJU,EasyJet Europe,A320,180-239,short,7,6,1,7,2026-01-12,2026-01-12,0.0,7,7.0,,1,7.0,short_series,1.0,0.4,0.9629610647945144,5.0,3.0,True,lcc,True,,
ELY::A306,ELY,El Al,A306,NA,medium,669,1,320,669,2024-11-06,2025-12-27,0.9820627802690582,669,29.0,0.25653830217829243,417,1.60431654676259,ok,0.7673860911270983,0.6,0.4435230403137634,5.0,2.0,False,fsc,False,1.233859482372497,0.9886411185402649
ELY::B738,ELY,El Al,B738,NA,short,48910,17,1292,48910,2022-06-01,2025-12-27,0.9824457311209771,48877,840.0,0.7196671147530809,1306,37.45022970903522,ok,0.7718223583460949,0.6022099447513812,0.6736535349759656,181.0,72.0,False,fsc,False,2.3252497706586532,3.952168381755511
ELY::B739,ELY,El Al,B739,100-179,medium,27198,8,1281,27198,2022-06-01,2025-12-27,0.9872011769032732,27190,387.0,0.7690740228874665,1306,20.82542113323124,ok,0.8415007656967841,0.574468085106383,0.6713906562546678,94.0,40.0,False,fsc,False,2.5002605763312875,4.266476629407479
ELY::B772,ELY,El Al,B772,ge240,medium,6174,5,1197,6174,2022-06-08,2025-12-27,0.9492788851077621,6171,263.0,0.4479706721496849,1299,4.752886836027714,ok,0.5796766743648961,0.7547169811320755,0.5700149946864727,53.0,13.0,False,fsc,False,1.6324551485272942,2.1325183637956644
ELY::B788,ELY,El Al,B788,180-239,long,5640,4,1273,5640,2022-06-01,2025-12-27,0.9749955665898209,5639,189.0,0.41620951350903,1306,4.318529862174579,ok,0.7323534608801702,0.7234042553191489,0.6745513511425028,47.0,13.0,False,fsc,False,1.7615577935913467,1.8865317895274607
ELY::B789,ELY,El Al,B789,ge240,long,19807,13,1291,19807,2022-06-01,2025-12-27,0.9855526368963426,19796,296.0,0.741980181623354,1306,15.16615620214395,ok,0.7771822358346095,0.5844155844155844,0.5121571897169903,77.0,32.0,False,fsc,False,2.3582124922070555,4.1127274129181295
EMIRATES FLIGHT TRAINING ACADEMY::E50P,EMIRATES FLIGHT TRAINING ACADEMY,Emirates Flight Training Academy,E50P,NA,regional,83,1,37,83,2023-04-14,2024-05-17,0.825,80,18.0,0.0008856021577945405,400,0.2075,ok,0.0925,0.8333333333333334,0.7398407361967029,6.0,1.0,False,,True,-0.15351355132736663,-0.5647648433912053
ENT::B738,ENT,Enter Air,B738,180-239,short,2,1,1,2,2024-03-25,2024-03-25,0.0,2,2.0,,1,2.0,short_series,1.0,0.0,1.0,2.0,2.0,True,charter_acmi,True,,
ETD::A320,ETD,Etihad Airways,A320,100-179,short,4959,12,239,4958,2022-05-31,2023-01-24,0.98421372191864,4941,169.0,0.23040953266441022,239,20.748953974895397,ok,0.5188284518828452,0.8888888888888888,0.8087224762715981,45.0,5.0,False,fsc,False,1.3180553213128825,0.6045932038829613
ETD::A321,ETD,Etihad Airways,A321,180-239,short,8352,9,239,8346,2022-05-31,2023-01-24,0.9942473633748802,8344,144.0,0.021357492854127913,239,34.94560669456067,ok,0.9372384937238494,1.0,0.9010564901303266,28.0,0.0,False,fsc,False,1.6499124091969266,-1.0695311573274788
ETD::A35K,ETD,Etihad Airways,A35K,ge240,short,2015,5,238,2012,2022-06-01,2023-01-24,0.9900596421471173,2012,31.0,0.049371868147515374,238,8.466386554621849,ok,0.8991596638655462,0.7272727272727273,0.7466883292174911,11.0,3.0,False,fsc,False,1.1766820450329059,-0.5528807504123838
ETD::B77L,ETD,Etihad Airways,B77L,NA,long,2465,5,243,2423,2022-05-31,2024-06-01,0.9776674937965261,2418,106.0,0.05717063391358723,733,3.3628922237380627,ok,0.2933151432469304,0.8421052631578947,0.7058533638289058,38.0,6.0,False,fsc,False,0.49351857590554316,-0.3406457389894996
ETD::B77W,ETD,Etihad Airways,B77W,ge240,long,2094,7,238,2091,2022-06-01,2023-01-24,0.9550454328072693,2091,105.0,0.07284716738160701,238,8.798319327731093,ok,0.8445378151260504,0.9318181818181819,0.6668032566601142,44.0,3.0,False,fsc,False,1.4621194507802147,-0.6076577145743355
ETD::B789,ETD,Etihad Airways,B789,ge240,medium,13839,29,239,13828,2022-05-31,2023-01-24,0.9932745154758461,13828,235.0,0.054065253350983555,239,57.90376569037657,ok,0.9163179916317992,0.9066666666666666,0.8768645064820295,75.0,7.0,False,fsc,False,1.5309976041330517,-0.7407980435805224
ETD::B78X,ETD,Etihad Airways,B78X,ge240,long,4277,9,239,4275,2022-05-31,2023-01-24,0.9773099415204678,4275,135.0,0.0,239,17.89539748953975,ok,0.9539748953974896,1.0,0.7822432254616709,48.0,0.0,False,fsc,False,1.6015977128605772,-1.2113088629825823
EWL::A319,EWL,Eurowings Europe,A319,100-179,regional,1,1,1,1,2026-01-12,2026-01-12,0.0,1,1.0,,1,1.0,short_series,1.0,0.0,0.0,1.0,1.0,True,,True,,
EWL::A320,EWL,Eurowings Europe,A320,180-239,short,912,5,59,912,2026-01-31,2026-03-30,0.4144736842105263,912,312.0,0.08089865738847668,59,15.457627118644067,ok,0.9322033898305084,0.9478260869565217,0.8904879053464686,115.0,6.0,False,,True,0.9046407518051969,-0.5143575587428847
EXECUJET MIDDLE EAST::B77L,EXECUJET MIDDLE EAST,ExecuJet Middle East,B77L,NA,long,2022,1,829,2014,2022-06-01,2024-12-20,0.8518886679920478,2012,363.0,0.034217624205974406,934,2.164882226980728,ok,0.8875802997858673,0.7222222222222222,0.7728342214494901,144.0,40.0,False,,False,0.9283575770710505,-0.6122195752390308
EXV::A320,EXV,FitsAir,A320,180-239,short,1361,2,380,1357,2024-09-26,2026-01-31,0.9727339719970524,1357,43.0,0.24873928565681258,493,2.760649087221095,ok,0.885395537525355,0.8181818181818181,0.5489408887188503,11.0,2.0,False,,False,1.7573177935589703,0.6289453537313903
EXXAERO::H25B,EXXAERO,Exxaero,H25B,NA,regional,2,1,1,2,2024-08-19,2024-08-19,0.0,2,2.0,,1,2.0,short_series,1.0,0.0,1.0,2.0,2.0,True,,True,,
EZY::A320,EZY,EasyJet,A320,180-239,short,1,1,1,1,2026-01-12,2026-01-12,0.0,1,1.0,,1,1.0,short_series,1.0,0.0,0.0,1.0,1.0,True,lcc,True,,
FALCON AVIATION SERVICES::DH8D,FALCON AVIATION SERVICES,Falcon Aviation Services,DH8D,NA,regional,9,3,6,9,2022-06-07,2023-08-14,0.0,6,3.0,0.0,434,0.020737327188940093,ok,0.004608294930875576,1.0,0.9999999999999998,3.0,0.0,True,,True,-1.1101643106114483,-0.5650956066810439
FALCON AVIATION SERVICES::E35L,FALCON AVIATION SERVICES,Falcon Aviation Services,E35L,NA,short,196,1,124,0,2025-05-28,2026-02-10,0.0,,,0.004502496135496803,259,0.7567567567567568,ok,0.47876447876447875,0.3090909090909091,0.9402498427178505,110.0,76.0,True,,True,-1.6156760596235995,0.039081560840363135
FALCON AVIATION SERVICES::GLF4,FALCON AVIATION SERVICES,Falcon Aviation Services,GLF4,NA,short,148,1,109,0,2025-03-20,2026-02-07,0.0,,,0.030216353874564672,325,0.4553846153846154,ok,0.3353846153846154,0.36046511627906974,0.9555141319173357,86.0,55.0,True,,True,-1.6753492438647248,0.21352900651057866
FALCON LUXE::GLEX,FALCON LUXE,Falcon Luxe,GLEX,NA,short,301,2,178,0,2025-02-08,2026-02-09,0.0,,,0.0,367,0.8201634877384196,ok,0.2752043596730245,0.24590163934426235,0.9543967193960742,183.0,138.0,True,,False,-2.034288321940126,0.18255367453250998
FALCON TECHNIC DWC LLC::GLEX,FALCON TECHNIC DWC LLC,Falcon Technic DWC LLC,GLEX,NA,medium,53,1,39,0,2025-09-12,2026-01-30,0.0,,,0.01898728790948656,141,0.375886524822695,ok,0.2765957446808511,0.38235294117647056,0.9772362701231971,34.0,21.0,True,,True,-1.7491725484804983,0.14455178582551
FBZ::B738,FBZ,Flybondi,B738,180-239,short,8,4,8,8,2022-07-06,2024-08-17,0.0,8,8.0,0.0,774,0.0103359173126615,ok,0.0030976737500299466,0.33333333333333337,0.967132018086354,6.0,4.0,True,,True,-2.2790062376776152,0.2125798501986703
FDB::B38M,FDB,Flydubai,B38M,100-179,short,232138,68,1309,231852,2022-06-01,2026-01-13,0.9940037616689387,231812,1636.0,0.020194316689962077,1323,175.4633408919123,ok,0.9276272715659033,0.7655677655677655,0.7936914211238627,273.0,64.0,False,lcc,False,1.2225756139088462,-0.799069555337774
FDB::B39M,FDB,Flydubai,B39M,100-179,short,15164,3,1305,15160,2022-06-01,2025-12-27,0.9683335532392137,15158,583.0,0.002225642138289907,1306,11.611026033690658,ok,0.9578866768759571,0.8857142857142857,0.5432116126387733,140.0,16.0,False,lcc,False,1.4003515611319814,-1.0640424007051508
FDB::B738,FDB,Flydubai,B738,100-179,short,118288,25,1305,118036,2022-06-01,2025-12-27,0.9822123166360177,118003,2031.0,0.043413368459597756,1306,90.57274119448698,ok,0.9479326186830015,0.8401486988847584,0.7769165041437377,269.0,43.0,False,lcc,False,1.4209635314808629,-0.7447703911645486
FDX::A306,FDX,FedEx,A306,NA,regional,1,1,1,1,2022-06-11,2022-06-11,0.0,1,1.0,,1,1.0,short_series,1.0,0.0,0.0,1.0,1.0,True,cargo_regular,True,,
FEDERAL AIRLINES::C208,FEDERAL AIRLINES,Federal Airlines,C208,NA,regional,261,2,176,1,2022-11-23,2025-07-22,0.0,1,1.0,0.0,973,0.2682425488180884,ok,0.09044193216855087,,,,,True,,False,,
